gender,birth_year,jan_1,jan_2,jan_3,jan_4,feb_1,feb_2,feb_3,feb_4,mar_1,mar_2,mar_3,mar_4,apr_1,apr_2,apr_3,apr_4,may_1,may_2,may_3,may_4,jun_1,jun_2,jun_3,jun_4,jul_1,jul_2,jul_3,jul_4,aug_1,aug_2,aug_3,aug_4,sep_1,sep_2,sep_3,sep_4,oct_1,oct_2,oct_3,oct_4,nov_1,nov_2,nov_3,nov_4,dec_1,dec_2,dec_3,dec_4,churn_1,churn_2,churn_3,churn_4,churn_5,churn_6,churn_7,churn_8,churn_9,churn_10,dec_churn
female,1963.0,3530.67,2.0,24665.79,6.0,9304.63,2.0,32641.57,7.0,36913.48,4.0,52999.44,11.0,3911.73,1.0,44236.84,6.0,100.0,0.0,33180.52,5.0,8924.01,3.0,20712.46,7.0,9923.01,4.0,14951.06,7.0,14097.25,4.0,32002.95,8.0,2501.4,1.0,14901.94,6.0,3742.23,2.0,30205.65,6.0,6656.97,4.0,25245.52,9.0,13507.36,1.0,22121.11,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2126.4,1.0,2126.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14748.28,1.0,14748.28,1.0,29303.07,3.0,29303.07,3.0,14899.95,1.0,14899.95,1.0,10589.77,2.0,10589.77,2.0,43895.59,3.0,43895.59,3.0,14878.41,1.0,14878.41,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1988.0,14099.88,2.0,27955.05,3.0,0.0,0.0,0.0,0.0,100.0,0.0,1037.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,9056.11,2.0,100.0,0.0,3235.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4630.15,1.0,7825.15,2.0,100.0,0.0,250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
male,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.5,1.0,557.5,1.0,782.92,2.0,1508.92,4.0,257.5,1.0,553.0,2.0,634.0,1.0,787.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
female,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850.5,1.0,1850.5,1.0,100.0,0.0,7359.25,5.0,100.0,0.0,2912.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
male,1971.0,100.0,0.0,1315.63,1.0,100.0,0.0,8957.7,1.0,9909.47,1.0,9909.47,1.0,2944.23,1.0,24597.84,4.0,100.0,0.0,13783.31,4.0,100.0,0.0,6557.18,2.0,3192.97,1.0,6464.89,2.0,2500.75,1.0,3144.04,2.0,4684.56,1.0,12649.41,2.0,100.0,0.0,12158.38,2.0,100.0,0.0,8051.92,2.0,100.0,0.0,6893.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1956.0,100.0,0.0,4019.98,1.0,100.0,0.0,7200.1,5.0,177.25,1.0,3007.47,3.0,9316.21,2.0,12485.01,4.0,100.0,0.0,3774.3,2.0,755.5,1.0,21472.63,5.0,915.91,2.0,4634.65,5.0,990.25,2.0,16554.34,6.0,100.0,0.0,444.0,2.0,302.5,1.0,4732.32,6.0,100.0,0.0,1381.12,1.0,1885.0,3.0,4482.06,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1989.0,3725.19,2.0,3725.19,2.0,5763.42,3.0,5763.42,3.0,8085.25,2.0,9447.52,3.0,3074.65,4.0,6311.44,7.0,3501.25,2.0,6116.35,4.0,100.0,0.0,1985.56,2.0,385.0,1.0,4902.55,5.0,1277.61,1.0,6813.64,4.0,100.0,0.0,6621.33,4.0,2766.19,1.0,14641.0,5.0,370.0,1.0,2855.55,2.0,100.0,0.0,11041.24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1993.0,2995.56,13.0,68431.29,37.0,11959.05,8.0,32752.52,29.0,11658.3,9.0,54665.04,34.0,39652.44,7.0,48684.24,21.0,8326.89,7.0,40499.77,29.0,6035.82,7.0,45682.09,32.0,8445.07,10.0,55565.49,24.0,11686.6,4.0,78209.11,33.0,25069.78,11.0,65728.89,35.0,10966.2,6.0,60262.15,24.0,35266.81,13.0,82009.33,40.0,10739.17,11.0,33629.88,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1992.0,1423.0,1.0,1423.0,1.0,100.0,0.0,1150.0,1.0,1150.0,1.0,1150.0,1.0,2185.0,1.0,2185.0,1.0,1150.0,1.0,1150.0,1.0,100.0,0.0,702.6,1.0,0.0,0.0,0.0,0.0,2526.25,2.0,2526.25,2.0,100.0,0.0,3904.11,2.0,1135.0,1.0,1135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
female,1966.0,0.0,0.0,0.0,0.0,100.0,0.0,179.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3066.96,1.0,100.0,0.0,2597.04,3.0,100.0,0.0,3347.13,3.0,100.0,0.0,3925.21,2.0,100.0,0.0,4819.74,4.0,0.0,0.0,0.0,0.0,977.19,2.0,977.19,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1967.0,2574.64,3.0,4286.14,5.0,415.75,1.0,1393.75,2.0,2305.36,3.0,3187.84,6.0,1711.05,3.0,1711.05,3.0,3242.76,5.0,12433.97,15.0,2047.18,3.0,10327.56,12.0,552.6,1.0,9392.05,10.0,2442.04,2.0,8948.2,10.0,3242.65,5.0,10445.56,12.0,2456.77,3.0,6565.38,9.0,2503.96,3.0,9467.92,10.0,3889.81,2.0,6570.39,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2201.88,1.0,5351.88,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5049.51,2.0,100.0,0.0,3758.92,1.0,1283.11,1.0,6305.35,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3220.45,1.0,3220.45,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
male,1941.0,917.5,1.0,917.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,9635.13,3.0,0.0,0.0,0.0,0.0,100.0,0.0,3673.96,3.0,317.5,1.0,3373.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4173.07,3.0,0.0,0.0,0.0,0.0,100.0,0.0,1413.04,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
female,1989.0,1783.36,1.0,6887.11,5.0,0.0,0.0,0.0,0.0,5993.26,2.0,14316.12,6.0,1690.0,1.0,4159.5,4.0,7172.11,3.0,19801.24,9.0,3714.21,1.0,29599.3,11.0,100.0,0.0,7806.39,2.0,100.0,0.0,37299.64,6.0,3657.49,2.0,25108.03,8.0,18389.22,4.0,34961.38,9.0,1753.75,2.0,23528.25,9.0,6211.14,2.0,27594.73,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1978.0218472853128,11681.99,6.0,24887.94,14.0,4483.23,4.0,15161.1,13.0,8103.9,4.0,21874.86,11.0,9112.74,5.0,32290.3,17.0,12961.35,7.0,26790.48,17.0,6773.28,5.0,31912.41,15.0,3438.73,3.0,22883.26,11.0,11476.12,4.0,28012.99,9.0,9965.79,2.0,28546.36,11.0,306.57,1.0,38696.97,16.0,2418.13,5.0,38943.35,17.0,2384.92,3.0,58189.02,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1978.0218472853128,100.0,0.0,7634.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2221.86,1.0,2419.3,1.0,10769.29,4.0,679.87,1.0,7069.87,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4844.93,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
female,1980.0,6755.5,2.0,6755.5,2.0,2350.0,1.0,2350.0,1.0,0.0,0.0,0.0,0.0,398.5,1.0,3031.0,3.0,2732.5,1.0,6369.25,2.0,100.0,0.0,310.0,1.0,370.0,1.0,2357.5,3.0,100.0,0.0,5945.5,3.0,0.0,0.0,0.0,0.0,6643.16,1.0,13901.77,4.0,2267.5,1.0,4285.0,2.0,1787.5,1.0,2722.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1962.0,100.0,0.0,338.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2725.0,2.0,2725.0,2.0,1570.0,1.0,1987.84,2.0,0.0,0.0,0.0,0.0,100.0,0.0,1740.34,2.0,0.0,0.0,0.0,0.0,100.0,0.0,2749.38,2.0,100.0,0.0,1996.92,2.0,602.5,2.0,3779.5,9.0,2910.04,4.0,11829.78,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1982.0,1218.06,1.0,16055.8,6.0,7266.64,4.0,15379.39,6.0,7014.37,1.0,10473.45,2.0,100.0,0.0,15673.53,4.0,3624.91,2.0,15721.33,5.0,14121.7,4.0,21441.94,8.0,12022.75,5.0,20326.44,8.0,9043.39,5.0,18430.3,11.0,4819.41,4.0,9771.39,7.0,4288.0,2.0,14778.25,4.0,6867.37,3.0,14278.33,7.0,13318.53,4.0,27673.17,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3974.05,1.0,3974.05,1.0,0.0,0.0,0.0,0.0,4879.12,2.0,6702.52,3.0,4584.19,2.0,8812.18,3.0,100.0,0.0,2389.9,1.0,5587.56,2.0,10284.87,4.0,15122.55,5.0,23270.74,12.0,22875.06,5.0,25170.55,10.0,21062.05,8.0,21062.05,8.0,9664.06,4.0,9664.06,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1973.0,745.0,1.0,3187.0,3.0,340.0,1.0,4311.22,3.0,3569.14,3.0,9400.32,6.0,4505.83,3.0,10633.96,8.0,5550.72,3.0,13552.39,9.0,3932.5,2.0,7442.41,4.0,8503.35,5.0,20796.1,9.0,2720.5,1.0,4756.0,2.0,3730.0,1.0,14805.25,7.0,1531.71,2.0,5205.96,5.0,0.0,0.0,0.0,0.0,1454.05,1.0,8594.98,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1993.0,1009.0,1.0,1819.0,2.0,100.0,0.0,760.0,1.0,1495.0,2.0,3232.0,3.0,2140.0,1.0,2140.0,1.0,0.0,0.0,0.0,0.0,1187.5,1.0,3595.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,2057.5,2.0,0.0,0.0,0.0,0.0,100.0,0.0,2692.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1925.02,1.0,100.0,0.0,14993.99,3.0,100.0,0.0,12279.46,4.0,3311.27,1.0,8137.97,3.0,3248.76,2.0,6476.76,4.0,1862.76,1.0,1862.76,1.0,100.0,0.0,5693.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
female,1982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5468.95,1.0,505.0,1.0,505.0,1.0,1709.86,1.0,2649.07,3.0,3979.9,1.0,4765.59,2.0,100.0,0.0,1880.5,1.0,1645.0,1.0,3974.5,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1972.0,100.0,0.0,1485.25,1.0,2160.51,2.0,6762.85,5.0,1422.19,3.0,5198.91,8.0,2257.65,3.0,8070.01,8.0,100.0,0.0,1039.51,1.0,1905.94,1.0,8731.83,4.0,3373.2,5.0,4982.59,9.0,2372.5,1.0,5615.47,5.0,4632.04,4.0,7615.45,9.0,2354.86,3.0,8481.41,7.0,4623.75,2.0,7996.09,9.0,4305.36,3.0,8948.41,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1987.0,100.0,0.0,29409.66,2.0,100.0,0.0,12743.49,1.0,100.0,0.0,24872.41,2.0,100.0,0.0,16442.07,1.0,29778.79,4.0,29778.79,4.0,16848.76,1.0,33600.66,2.0,10623.74,1.0,18388.41,3.0,15983.71,1.0,53095.18,4.0,100.0,0.0,33442.05,2.0,18671.38,1.0,36830.44,3.0,16279.15,1.0,36956.31,2.0,36714.97,2.0,56069.92,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1965.0,2440.9,1.0,16779.18,6.0,2452.0,2.0,13142.76,6.0,8503.56,1.0,13843.68,3.0,1802.5,1.0,29017.2,6.0,6336.52,2.0,38037.63,9.0,532.0,1.0,46370.97,8.0,13665.36,5.0,36318.33,9.0,18583.42,3.0,42530.74,7.0,8233.68,3.0,25243.71,8.0,2185.0,2.0,24706.32,9.0,7015.15,2.0,29595.52,7.0,17391.91,3.0,32940.57,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1992.0,100.0,0.0,11564.1,14.0,100.0,0.0,8072.5,8.0,100.0,0.0,6394.0,13.0,100.0,0.0,10227.94,9.0,1180.0,2.0,8612.29,7.0,100.0,0.0,11236.0,8.0,100.0,0.0,4682.5,8.0,100.0,0.0,14786.5,12.0,3428.2,4.0,12465.79,12.0,3612.25,1.0,5907.25,7.0,632.5,1.0,10328.41,10.0,12100.75,4.0,19016.34,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1631.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1300.0,1.0,100.0,0.0,336.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
female,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5829.54,4.0,8179.83,6.0,5064.57,2.0,5981.07,4.0,535.0,1.0,1697.5,2.0,2341.0,2.0,2341.0,2.0,1261.21,3.0,1628.71,4.0,0.0,0.0,0.0,0.0,18598.33,3.0,18598.33,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1983.0,7243.75,4.0,7243.75,4.0,3482.8,4.0,13620.3,10.0,15059.76,6.0,24082.05,11.0,12779.89,4.0,30424.56,11.0,6558.25,2.0,27642.4,8.0,27402.81,6.0,40685.37,10.0,11987.98,4.0,28080.52,16.0,3438.31,3.0,10015.14,6.0,12172.39,6.0,25022.83,15.0,14123.86,5.0,17925.6,7.0,2572.6,1.0,9270.61,3.0,5807.1,2.0,23569.53,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4649.42,1.0,5243.55,2.0,6291.92,1.0,6291.92,1.0,0.0,0.0,0.0,0.0,100.0,0.0,494.5,1.0,0.0,0.0,0.0,0.0,2571.75,1.0,2571.75,1.0,475.0,1.0,475.0,1.0,1908.6,1.0,1908.6,1.0,2367.31,1.0,2367.31,1.0,2805.85,2.0,2805.85,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,1.0,3235.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2060.5,1.0,4225.0,2.0,4225.0,2.0,100.0,0.0,665.5,1.0,0.0,0.0,0.0,0.0,1487.5,1.0,1487.5,1.0,973.0,1.0,973.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1968.0,100.0,0.0,370.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.12,1.0,1639.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1830.07,2.0,100.0,0.0,2578.15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.07,1.0,1533.16,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
male,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,1.0,2436.96,3.0,10495.03,4.0,10495.03,4.0,827.5,1.0,3107.74,3.0,100.0,0.0,2116.0,2.0,1772.5,1.0,2530.03,2.0,730.47,1.0,2138.22,2.0,1054.17,1.0,1334.34,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1951.0,2112.85,3.0,7563.78,10.0,1949.27,2.0,11104.42,10.0,1443.93,1.0,14934.32,13.0,4169.53,4.0,18111.37,13.0,659.23,1.0,12285.57,10.0,2180.95,3.0,11260.49,12.0,3741.6,3.0,10607.76,7.0,7594.34,5.0,17273.8,10.0,10594.81,4.0,21370.05,10.0,10188.31,3.0,19619.28,7.0,9849.82,3.0,21929.59,9.0,7831.3,1.0,17210.92,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1982.0,6792.73,2.0,12065.58,4.0,5569.02,2.0,5569.02,2.0,0.0,0.0,0.0,0.0,1202.5,1.0,1202.5,1.0,0.0,0.0,0.0,0.0,3631.84,2.0,13506.6,7.0,6173.44,5.0,20850.03,17.0,2952.7,3.0,17846.11,16.0,4135.9,3.0,9416.49,8.0,3613.57,4.0,7218.21,8.0,6096.12,5.0,11059.27,11.0,7590.52,8.0,12426.91,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1955.0,0.0,0.0,0.0,0.0,100.0,0.0,929.5,1.0,100.0,0.0,1400.5,1.0,0.0,0.0,0.0,0.0,6354.96,1.0,6354.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1696.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
female,1987.0,100.0,0.0,1849.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985.65,1.0,5245.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2356.72,2.0,0.0,0.0,0.0,0.0,100.0,0.0,2836.0,2.0,100.0,0.0,1726.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
male,1977.0,4103.7,2.0,4276.2,3.0,100.0,0.0,944.5,2.0,100.0,0.0,400.0,1.0,100.0,0.0,4620.85,2.0,100.0,0.0,3962.5,2.0,580.0,2.0,14587.74,7.0,100.0,0.0,4875.19,4.0,100.0,0.0,887.5,3.0,538.75,1.0,943.75,3.0,1781.55,1.0,6367.05,7.0,2012.5,2.0,2567.5,4.0,5255.08,1.0,6429.28,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1977.0,6580.38,1.0,7315.38,2.0,1830.45,1.0,5941.95,3.0,3086.5,1.0,3086.5,1.0,1473.25,2.0,7883.77,6.0,5147.01,3.0,23459.49,11.0,0.0,0.0,0.0,0.0,1455.87,1.0,1455.87,1.0,100.0,0.0,11056.26,5.0,100.0,0.0,10315.0,3.0,7389.04,2.0,9639.04,3.0,100.0,0.0,4280.5,2.0,100.0,0.0,1720.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1987.0,0.0,0.0,0.0,0.0,100.0,0.0,273.46,1.0,100.0,0.0,325.0,1.0,100.0,0.0,340.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
male,1995.0,760.0,1.0,760.0,1.0,100.0,0.0,392.5,1.0,21810.99,3.0,27836.73,5.0,100.0,0.0,5894.91,8.0,0.0,0.0,0.0,0.0,100.0,0.0,460.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,2.0,580.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5017.06,1.0,8948.56,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
male,1958.0,0.0,0.0,0.0,0.0,100.0,0.0,310.0,1.0,398.5,1.0,398.5,1.0,250.0,1.0,546.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.01,2.0,1987.2,4.0,100.0,0.0,1052.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,1.0,406.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
female,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.31,2.0,4859.97,3.0,100.0,0.0,3777.01,5.0,100.0,0.0,3962.42,4.0,3776.5,3.0,14879.23,8.0,2026.78,3.0,5634.31,7.0,1060.0,2.0,14511.16,12.0,2377.2,2.0,5047.42,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,880.0,2.0,100.0,0.0,1903.0,5.0,100.0,0.0,635.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
male,1977.0,12423.97,5.0,34687.38,16.0,5772.81,4.0,21403.77,11.0,9030.81,3.0,33946.68,9.0,6834.81,3.0,27993.81,13.0,9059.01,5.0,43357.66,20.0,18250.39,3.0,34864.18,9.0,9108.66,3.0,24636.09,10.0,16432.84,2.0,31281.3,12.0,5601.52,2.0,24754.86,11.0,9116.2,4.0,25575.7,17.0,10858.08,7.0,32455.86,16.0,12367.51,3.0,38531.47,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1976.0,10407.27,1.0,10407.27,1.0,0.0,0.0,0.0,0.0,5954.77,3.0,6396.96,4.0,1138.6,1.0,1138.6,1.0,100.0,0.0,2222.5,2.0,2075.05,1.0,2075.05,1.0,8332.11,3.0,13057.11,4.0,1077.4,1.0,2162.23,3.0,1127.61,3.0,1588.11,4.0,4319.31,3.0,5932.67,5.0,1146.45,1.0,1146.45,1.0,8093.32,4.0,11993.32,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1985.0,17277.7,6.0,33605.43,15.0,10801.48,2.0,37908.87,17.0,15555.51,6.0,26935.71,15.0,14885.34,4.0,28638.4,12.0,4746.68,4.0,21334.26,11.0,17356.29,5.0,33754.51,13.0,8590.33,4.0,33882.49,16.0,21928.74,5.0,46713.3,14.0,100.0,0.0,25065.86,11.0,12105.12,4.0,41075.53,13.0,19188.37,6.0,28617.46,9.0,37282.38,4.0,76146.44,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1967.0,15781.77,5.0,18820.77,8.0,3996.54,2.0,8345.92,6.0,7697.84,3.0,8735.85,5.0,14025.79,6.0,17236.12,9.0,7631.72,5.0,14675.72,11.0,11123.26,4.0,21623.61,9.0,3532.0,3.0,8030.5,7.0,4308.19,2.0,15520.36,7.0,16932.97,6.0,23688.4,12.0,9431.28,3.0,21185.22,11.0,14065.54,4.0,22716.85,7.0,6508.0,3.0,20080.78,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3497.5,2.0,100.0,0.0,340.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,6655.0,3.0,100.0,0.0,3698.5,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1991.0,0.0,0.0,0.0,0.0,280.0,1.0,18268.0,5.0,2830.0,1.0,2924.5,2.0,14051.35,2.0,14051.35,2.0,2836.26,3.0,4411.26,5.0,644.5,3.0,15694.68,7.0,6509.53,2.0,13569.37,6.0,100.0,0.0,896.23,1.0,451.0,2.0,9563.41,3.0,2710.02,3.0,4769.58,4.0,7240.02,3.0,19577.57,10.0,2084.61,3.0,8723.14,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
